FORD FUSION (2005),1
FIAT ALBEA 178CYN1A (2010),1
VAZ 21093 (2004),1
MERCEDES BENZE220CDI (1999),1
CHEVROLET CRUZE (2012),5
VAZ 21043 (2001),1
RENAULT MEGAN II PKA16 115 P3 (2005),1
MAZDA 6 (2008),10
SHEVROLET À¿ÕŒ— (2007),1
CITROEN PICASSO C4 (2007),1
CHEVROLET KLAN(J200)CHEVROLETL (2010),1
KIA SPECTRA FB2273 (2008),6
¬¿« 21703 œ–»Œ–¿ (2010),1
KIA SPECTRA (2006),1
HYUNDAI LANTRA (1997),1
RENAULT LOGAN (2010),10
HONDA CR-V (2008),1
MERCEDES-BENZ E 200 (2010),2
HYUNDAI "SONATA 2 (0MT"),1
VOLVO S80 (2005),1
HYUNDAI SONATA (2010),9
CHEVROLET AVEO (2007),1
HONDA -CR-V (2005),1
FIAT DOBLO 223AXP1A (2011),2
KIA SLS SPORTAGE (2012),1
ÿ≈¬–ŒÀ≈ KLAN J200/LACETTI (2010),1
CHEVROLET KLAN J200 LACETTI (2009),1
MITSUBISHI GRANDDIS 2.4 (2004),1
HYUNDAI —ŒÕ¿“¿ (2007),1
CHERY A21 SQR 7201 (2007),1
RENAULT MEGANE (2009),5
CHEVROLET LATSETTI KLAN (2009),1
VAZ 21154 (2007),1
HYUNDAI "ELANTRA 1 (6 GLSMT"),1
VOLKSWAGEN 2 K SADDY (2008),1
PEUGEOT PARTNER (2004),91
CHEVROLET KLAN J200/CHEVROLETL (2012),2
KIA RIO (2009),1
SUZUKI GRAND VITARA (2007),2
BMW X5 (2006),1
HYUNDAI NF 2.0GLMT (2007),1
MITSUBISHI LANCER 1.6 (2005),1
MERCEDES BENZ S420 (1993),1
FIAT - 178CYN1A ALBEA (2007),1
HYUNDAI NF SONATA GL MT (2008),3
CHEVROLET LACETTI (2010),9
FORD FOCUS (2006),24
CITROEN C4 (2008),1
TOYOTA COROLLA (2012),3
MITSUBISHI LANCER (2012),1
KIA SLS SPORTAGESLSLS (2012),1
CITROEN BERLINGO (2004),1
MINI ONE (2009),2
VOLKSWAGEN POLO (2011),18
OPEL VEKTRA 1.8 KARAVAN (2001),1
FORD GALAXY (2010),3
TOYOTA COROLLA (2007),3
RENAULT SR LOGAN (2010),2
GAZ 31105 (2004),2
SKODA OCTAVIA (2009),1
MITSUBISHI LANCER 1.6STW (2006),1
CHRYSLER VOYAGER (2002),1
OPEL ASTRA STATION WAGON (2010),1
KIA FB2272 (SPEKTRA) (2008),1
CADILLAK ESCALADE (2006),1
CHEVROLET KLAN J200/LACETTI (2009),1
KIA DE (JB/RIO) (2010),3
RENAULT MEGANE IIP2A16115ER (2006),1
KIA CARENS/UN (2010),1
CHERY A15 SOR7162 (2006),1
NISSAN TEANA 2.3 (2007),1
GAZ 311000 (1997),1
KIA CERATO (2010),5
CHRYSLER 300 C (2007),1
CHERY A15 SQR7160A156 (2008),1
MITSUBISHI GRANDIS 2.4 (2005),1
KIA FB2272(SPECTRA) (2006),1
HYUNDAI SOLARIS (2012),9
CHEVROLET LANOS (2007),11
RENAULT MEGANE II R2A16 115 E2 (2006),1
CHEVROLET KLAN J200 LASETTI (2008),1
PEUGEOT 406 (2001),1
OPEL VECTRA 1.8 16V (1997),1
GREAT WALL CC 6460 KM25 (2008),1
CHEVROLET KLAN (J200/CNEVROLET) (2008),1
FORD S-MAX (2008),1
CHEVROLET AVEO (2008),3
MITSUBISHI LANCER 1.5 (2011),1
MERCEDES-BENZ E200CGI (2011),12
KIA ED CID (2011),2
VAZ 21053 (1999),2
PEUGEOT PARTNER (2008),2
HYUNDAI "ELANTRA 1 (6GLSAT"),1
PEUGEOT 307 (2004),1
KIA ED CEE`D (2010),1
KIA ED (CEE'D) (2011),1
MERCEDES BENZ E200CGI (2010),1
CHERY B14 (2011),1
MERCEDES-BENZ 230 E (1986),1
MAZDA 6 (2005),2
VOLKSWAGEN JETTA (2009),1
MITSUBISHI LANSER 1.6 (2005),2
MERCEDES-BENZ E200 (2012),18
DAEWOO NEXIA (2006),4
AUDI A4 AVANT (2003),1
VOLKSWAGEN PASSAT (2009),1
MERCEDES-BENZ E 320 (1999),1
VOLKSWAGEN PASSAT (1995),1
OPEL ZAFIRA (2012),2
SKODA OKTAVIYA TOUR (2010),1
HYUNDAI -SONATA  2.0 GL AT (2008),1
CHEVROLET LATSETTI KLAN(J200) (2010),1
RENAULT LOGAN SR (2009),25
OPEL SOMVO-S (2008),1
KIA ED (CEE-D) (2011),1
VAZ 21074 (2011),1
RENAULT SYMVOL 4AU1493 (2007),1
FORD MONDEO (2009),16
NISSAN ALMERA CLASSIC1.6 (2006),1
LIFAN 214813 (2010),1
MITSUBISHI LANCER (2005),1
MITSUBISHI ASX 1.6 (2010),2
VOLVO V70 (2002),1
—HEVROLET LANOS (2008),1
KIA ED CEE'D (2011),1
KIA FG SARENC UN (2009),1
SKODA FABIA (2007),1
–≈ÕŒ SR/RENO SR (2010),1
CHERY A15 (SQR7162) (2006),2
MERCEDES BENZ E240 ELEGANCE (1998),1
CHEVROLET KLAN/J200/CHEVROLE (2010),1
KIA RIO (2012),4
CHEVROLET KLAN J200/LACETTI (2012),3
OPEL ASTRA (2012),1
VAZ 11183 (2007),1
NISSAN TEANA 2.3 PREMIUM (2007),1
HYUNDAI SOLARIS 1.4 GIMT (2011),1
MERCEDES-BENZ S430L (2001),1
CHEVROLET AVEO KLAS (2010),1
MITSUBISHI LANSER 2.0 (2007),1
MERCEDES -BENZ E200CGI (2010),1
HYUNDAI TG 2.7 GLS (2007),2
CHRYSLER VOYAGER (2001),2
KIA ED CID (2008),1
MITSUDISYI SPACE STAR (2001),1
HUYNDAI SONATA (2008),1
VAZ 21124 (2006),1
VAZ 21074 (2007),2
VOLKSWAGEN GOLF PLUS (2008),1
HYUNDAI GRAND STAREX (2010),2
RENAULT LOGAN (2006),15
TOYOTA KAMRY (2006),1
CHEVROLET KLAN (J200 LACETTI) (2010),2
CHEVROLE LANOS (2007),1
TOYOTA COROLLA (2010),5
VOLKSWAGEN GOLF (2012),1
AUDI A6 (2000),1
RENAULT LOGAN SR (2010),14
CHEVROLET KLAC AVEO (2010),1
CHEVROLET KLAN/J200/CHEVROLE (2008),1
KIA YED SEYE`D (2008),1
NISSAN ALMERA CLASSIC (2007),2
FORD GALAXY (2007),1
