NISSAN ALMERA CLASSIC1.6PE (2007),1
MITSUBISHI GRANDIS 2.4 6 SEATE (2004),1
KIA YED SIID (2008),1
KIA DE(JB/RIO) (2011),5
MITSUBISHI OUTLANDER 3.0 (2007),1
HYUNDAI ACCENT (2005),2
KIA- CERATO (2008),1
OPEL OMEGA (1988),1
NISSAN ALMERA 1.5 COMFORT (2005),3
CHEVROLET AVEO KL1T (2012),7
CHRYSLER TOWN CONTRY (2004),1
KIA SPECTRA (FB2272) (2007),1
MERCEDES-BENZ S-KLASSE S 280 (1998),1
CITROEN C5 (2008),2
NISSAN TIIDA (2011),24
FORD FOCUS —-MAX (2007),1
LADA 217030 (2011),1
NISSAN NOTE 1.6 (2011),1
¬¿« 21074 (2007),1
¬¿« -217130 PRIORA (VAZ-217130) PRIORA (2010),1
RENAULT MEGANE II EX2CE1103C (2008),1
HYUNDAI MATRIKS 1.6 GL (2004),1
KIA FB2272 (SPECTRA) (2008),2
VOLVO XC70 (2012),1
TOYOTA CAMRY 2.4 (2007),1
KIA SPECTRA FB2272 (2007),1
TOYOTA -CAMRY (2004),1
DAEWOO NEXIA (2008),12
RENAULT ESPACE (2008),1
MERCEDES-BENZ E230 (2000),1
MERCEDES-BENZ E200 KOMPRESSOR (1999),1
VAZ 21114 (2008),1
KIA SPECTRA (2007),3
KIA OPTIMA (2011),1
NISSAN ALMERA KLACCIK (2011),4
“Œ…Œ“¿  ¿Ã–» (2011),1
KIA ED CEED (2010),4
CHEVROLET REZZO (2006),1
RENAULT MEGANE (2008),2
VOLKSWAGEN MULTIVAN (2003),1
CHEVROLET KLAN J200/CHEVROLET (2011),7
CHEVROLET KLAN(J200/LACETTI) (2008),1
MERCEDES-BENZ E200 K (2007),3
MERCEDES-BENZ B170 (2009),4
HYUNDAI ELANTRA 1.6GL (2005),2
CHEVROLET KLAN J200 LACETTI (2010),6
VOLVO XC90 (2007),1
‘Œ–ƒ ‘Œ ”— (2009),4
RENAULT FLUENCE (2012),6
MERCEDES-BENZ E240 AVANTGARDE (2005),1
HYUNDAI ELANTRA 1.6 GL MT (2010),1
TOYOTA RAV 4 (2002),1
NISSAN ALMERA CLASSIC (2011),1
RENAULT LOGAN SR (2008),68
KIA ED (CEE'D) (2010),1
ÿ≈¬–ŒÀ≈ KLAN/LACETTI (2012),1
CHEVROLET LACETTI (2008),14
KIA DE (JV) RIO (2010),1
HYUNDAI SOLARIS 1.6 GI MT (2011),1
‘Œ–ƒ ‘Œ ”— (2012),1
FIAT 178CYN1A ALBEA (2011),1
RENAULT KANGOO (2010),1
HYUNDAI N-1 2.5 MT (2008),1
KIA ED (CEED) (2008),1
MERCEDES-BENZ 190E (1989),1
TOYOTA NOAH (2005),1
OPEL ASTRASTATIONBAGOH (A-H/SW) (2011),1
HYUNDAI -ELANTRA 1.6 GL MT (2008),3
FORD FUSION (2005),1
VAZ 21074 LADA (2006),1
FIAT ALBEA 178CYN1A (2010),1
MERCEDES BENZ E240 (1997),1
NISSAN X-TRAIL (2010),2
¬¿« 21703 œ–»Œ–¿ (2010),1
VAZ 21140 (2007),1
VOLKSWAGEN PASSAT VARIANT (2007),1
HYUNDAI LANTRA (1997),1
¬¿« 21074 (2004),1
HYUNDAI XD ELANTRA (2010),1
NISSAN NOTE (2006),1
HYUNDAI ACCENT (2008),37
FORD FOCUS C-MAX (2005),2
HYUNDAI GETZ GLS MT (2007),1
VAZ 21043 (1997),1
RENAULT MEGANE II (2009),1
HYUNDAI SONATA (2006),30
CHEVROLET AVEO (2007),1
CHEVROLET LANOS (2008),16
OPEL ASTRA A-H/NB (2010),2
KIA SLS SPORTAGE (2012),1
HYUNDAI SONATA ¿“ (2011),1
CHEVROLET KLAN J200 LACETTI (2009),1
FORD GALAXY (2008),1
XENDE ACCENT (2005),1
KIA FV2273(SPEKTRA) (2008),1
Z¿Z CHANCE TF 698K (2010),2
ZAZ SENS TF488R91 (2009),1
KIA ED (2010),1
VOLKSWAGEN PASSAT (1994),1
VOLKSWAGEN 2 K SADDY (2008),1
LADA 211440 LADA SAMARA (2010),1
HYUNDAI N1 2.5 MT (2008),1
CHEVROLET KLAN J200/CHEVROLETL (2012),2
RENAULT LOGAN (SR) (2008),4
ZAZ LANOSTF69YO84 (2009),1
MITSUBISHI "LANCER 1 (6"),2
HYUNDAI GRAND STAREX (2011),1
BMW X5 (2006),1
HYUNDAI STAREX (2002),1
HYUNDAI TG 2.7GLSAT (2007),1
HYUNDAI NF SONATA 2.0 CLAT (2000),1
HYUNDAI NF SONATA GL MT (2008),3
TOYOTA COROLLA (2012),3
CITROEN BERLINGO (2004),1
MINI ONE (2009),2
MERCEDES-BENZ S 320 CDIL (2007),1
SKODA OCTAVIA (2011),117
OPEL VEKTRA 1.8 KARAVAN (2001),1
CHEVROLET KLAN (J200/LACETTI) (2011),6
SUBARU FORESTER (2012),1
HYUNDAI SONATA 2.0 (2008),1
TOYOTA CAMRI (2008),1
RENAULT MEGAN II EKH2SE 110 3S (2008),1
SKODA OCTAVIA (2009),1
CHEVLOLET CRUZE (2012),1
OPEL ASTRA STATION WAGON (2010),1
FORD MONDEO (2007),3
KIA FG (SARENC/UN) (2009),1
RENAULT MEGANE IIP2A16115ER (2006),1
OPEL ZAFIRA (2011),5
CHERY A15 SOR7162 (2006),1
GAZ 311000 (1997),1
HONDA CIVIC (2011),1
KIA FB 2272(SPECTRA) (2007),1
HYUNDAI ELANTA 1.6MT (2011),1
CHEVROLET KLAN J200 LASETTI (2008),1
RENAULT FLUENCE (2010),34
CITROEN C5 (2002),1
PEUGEOT 406 (2001),1
MITSUBISHI LANSER 1.3 (2007),4
HYUNDAI- SONATA (2008),1
OPEL VECTRA 1.8 16V (1997),1
VAZ 21070 (2000),1
CHEVROLET KLAN (J200/CNEVROLET) (2008),1
TOYOTA COROLLA (2009),1
CHEVROLET KLAN (J200/LACHETTI) (2009),1
FORD MONDEO (2008),27
LADA GRANTA 219000 (2012),1
KIA RIO DE JB/RIO (2011),1
CHEVROLET KLAN(J200) (2010),1
CHEVROLET KLAN (J200/CHEVROLET) (2009),2
CHEVROLET KLAL EPICA (2012),1
CHEVROLET CRUZE KL1J (2010),1
TOYOTA CAMRY (2002),2
HYUNDAI NF SONATA (2008),7
TOYOTA CAMRY (2006),2
NISSAN "QASHQAI 1 (6"),1
HYUNDAI ACCENT (2007),14
VAZ 21053 (1999),2
SKODA SUPERB (2011),10
VAZ 210540 (2010),1
KIA ED CEE`D (2010),1
VOLVO S60 (2005),1
CHERY B14 (2011),1
KIA FV2272 SPEKTRA (2006),4
MERCEDES- BENZ ≈240 (1998),1
MERCEDES-BENZ E200 (2012),18
VAZ 21093 (1998),2
VAZ 21099 (2001),4
HYUNDAI STAREX (2007),2
CHEVROLET EVANDA (2004),1
MERCEDES-BENZ E 320 (1999),1
CHEVROLET LACETTI (2005),3
CHERY A15 (2007),1
SKODA OKTAVIYA TOUR (2010),1
HYUNDAI -NF SONATA 2.0 GL AT (2008),3
VAZ 21074 (2011),1
MITSUBISHI LANCER (2005),1
RENAULT LOGAN (2011),36
MITSUBISHI ASX 1.6 (2010),2
FORD MONDEO (2010),79
MERCEDES-BENZ GL320 CDI4-MATIC (2007),1
KIA ED CEED (2008),2
VOLVO V70 (2002),1
MITSUBISHI "LANSER 1 (6"),1
SKODA O—TAVIA (2012),1
MITSUBISHI LANSER 1.6STW (2006),1
MERCEDES-BENZ S 500 (2006),1
VOLKSWAGEN GOLF PLUS (2011),1
KIA CEE'D ED (2010),1
LADA 210740 LADA 2107 (2010),1
MITSUBISHI MONTERO SPORT LS4WD (2001),1
CHEVROLET KLAN J200 (2007),1
–≈ÕŒ SR/RENO SR (2010),1
MERCEDES-BENZ 200≈ (1990),1
CHERY A15 (SQR7162) (2006),2
KIA FB2272 SPECTRA (2008),2
ZAZ CHANCE (2011),4
RENAULT MEGAN II (2004),1
VAZ 21070 (2003),1
OPEL ASTRA (2012),1
CHEVROLET LACETTI KLAN J200 (2010),9
VAZ 2107 (2004),1
CHEVROLET LACETTI KLAHJ200 (2010),1
CHEVROLET LANOS (2009),2
MAZDA 3 (2006),1
MERCEDES -BENZ E200CGI (2010),1
MERCEDES-BENZ E 200 KOMPRESSOR (2008),8
CHEVROLET KLAN (J200/LACETTI) LACETTI (2010),1
RENAULT LOGAN SR (2007),53
MERCEDES-BENZ S320 CDI (2001),1
VAZ 21074 (2007),2
TOYOTA KAMRY (2006),1
SUV T11 VORTEX TINGO (2011),1
NISSAN TIIDA 1.6ELEGANCE (2008),1
VOLKSWAGEN PASSAT 1.8T (2002),1
HYUNDAI ELANTRA (2005),3
KIA PICANTO TA (2012),1
KIA YED SEYE`D (2008),1
