SHKODA OCTAVIA (2011),13
VAZ 21053 LADA 2105 (2007),1
KIA FG KARENS UN (2009),10
RENAULT MEGANE (2003),1
—HEVROLET KLAL EPICA (2010),1
VAZ 217130 LADA PRIORA (2010),1
‘Œ–ƒ — Œ–œ»Œ (1993),1
VAZ 21053 (2005),3
TOYOTA CAMRY (2008),20
CHEVROLET KLAN(J200)LATSETTI (2009),1
LADA 217030 PRIORA (2011),1
ZAZ VIDA SF6950 (2012),1
MERCEDES -BENZ E200 CGI (2010),1
TOYOTA CAMRY (2003),3
HYUNDAI MATRIX 1.8GLSAUTO (2005),1
NISSAN ALMERA CLASSIC 1.6 PE (2008),1
MITSUBISHI LANCER 1.6 (2009),2
MITSUBISHI "LANSER 1 (6 STW"),1
LADA 211440 LADA SAMARA (2009),1
RENAULT SR LOGAN (2011),1
SAAB 9-5 (2002),1
PEUGEOT PARTNER (2012),1
CHEVROLET KLAN J200/SHEVROLET (2010),1
OPEL ASTRA (2007),3
VAZ 21099 (2004),1
CHEVROLET KLAN J200/CHEVROLETLA (2011),2
VITSUBISHI LANCER 1.5 (2010),1
RENO SR (2011),1
CHRYSLER 300C (2005),1
MITSUBISHI- LANCER (2006),1
—HEVROLET CRUZE (2010),1
SSANG YONG ACTYON SPORTS (2008),1
DAEWOO NEXIA (2011),12
CHEVROLET KLAN J200 (2012),1
HYUNDAI "SONATA 2 (0Ã“"),1
RENAULT LOGAN (2005),2
RENAULT KANGOO (2011),1
VAZ 21043 (2001),1
RENAULT MEGAN II PKA16 115 P3 (2005),1
LEXUS LX570 (2011),1
CITROEN PICASSO C4 (2007),1
NISSAN ALMERA CLASSIC 1.6 (2010),1
CHEVROLET KRUZE (2011),2
GAZ 31105 (2005),4
VAZ 211440 (2009),3
CITROEN C5 (2007),1
TOYOTA AVENSIS (2008),3
KIA SPECTRA (2006),1
CHEVROLET KLAS KL1SF69D9BB1465 (2011),1
PEUGEOT 407 (2004),1
KIA CEE`D (2011),1
HYUNDAI GRAND STAREX (2009),3
SKODA SURERV (2010),12
CHEVROLET KLAN LACETTI (2011),4
HYUNDAI "SONATA 2 (0MT"),1
NISSAN ALMERA 1.5 SOMFORT (2005),1
ƒ›” Õ≈ —»ﬂ (1997),1
MITSUBISHI LANSER 2.0 (2006),1
ÿ≈¬–ŒÀ≈ À¿◊≈““» (2007),1
ÿ≈¬–ŒÀ≈ KLAN J200/LACETTI (2010),1
TOYOTA SAMRY (2010),1
HYUNDAI "ELANTRA 1 (6 GLS MT"),1
HYUNDAI —ŒÕ¿“¿ (2007),1
CHERY A21 SQR 7201 (2007),1
GREAT WALL CC6461 KM29 (2012),1
HYUNDAI "ELANTRA 1 (6 GLSMT"),1
KIA JD CEE'D (2012),1
HYUNDAI TRAJET 2.0 (2005),1
VOLKSWAGEN PASSAT (2004),1
HONDA SRV (1998),1
OPEL ZAFIRA (2007),1
CHEVROLET LACETTI (2011),12
TOYOTA -CAMRY (2008),1
TOYOTA COROLLA (2011),2
KIA SPEKTRA FV 2272 (2006),1
–≈ÕŒ ÀŒ√¿Õ SR (2008),1
KIA SPECTRA (2008),1
MERCEDES-BENZ E200 (2001),1
CHRYSLER NEW YORK (1989),1
HYUNDAI ELANTRA (2007),1
MERCEDES BENZ 200 (1992),1
NISSAN PRIMERA1.8 (2004),1
KIA YED (SID) (2008),1
MITSUBISHI LANCER 1.6 (2005),1
FORD FOCUS (2003),3
TOYOTA- COROLLA (2007),1
CHEVROLET KLAN (J200/CHEVROLETL) (2012),1
CITROEN C4 (2008),1
KIA FG(CARENS/UN) (2011),1
MITSUBISHI LANCER (2012),1
KIA ED CEE'D (2012),2
TOYOTA COROLLA (2007),3
RENAULT SR LOGAN (2010),2
CHEVROLET KLAN (J/200LACETTI) (2008),1
OPEL ASTRA A-H (2011),2
KIA FV2273 (SPEKTRA) (2006),1
KIA DE (JB/RIO) (2010),3
HYUNDAI ELANTRA 1.6 (2005),1
HYUNDAI IX 35 2.0GLSAT (2012),1
TOYOTA PRIUS (2006),1
HYUNDAI SOLARIS (2012),9
CHEVROLET KLAS T200AVEO (2007),1
CHEVROLET KLAN J200/CHEVROLET (2010),1
HYUNDAI "NF 2 (0 GL MT"),1
‘Œ–ƒ ‘Œ ”— (2011),125
VOLKSWAGEN PASSAT (2012),2
CHEVROLET AVEO (2008),3
VOLKSWAGEN PASSAT (2006),2
BMW 330XI (2000),1
MITSUBISHI LANCER 1.5 (2011),1
VOLVO S80 (2011),1
GREAT WALL SS6460 FMK20 (2008),1
VOLKSWAGEN TUAREG (2006),1
PEUGEOT PARTNER (2008),2
Ã»“÷”¡»—» À¿Õ÷≈– 1.6 (2007),1
HYUNDAI "ELANTRA 1 (6GLSAT"),1
KIA FB2272 (SPECTRA) (2009),1
VOLKSWAGEN SHARAN (2009),1
HYUNDAI "ELANTRA 1 (6GLMT"),2
MERCEDES BENZ E200CGI (2010),1
MITSUBISHI ASX 1.6 (2012),1
CHEVROLET KLAN LACETTI J200 (2011),3
MAZDA 6 (2005),2
KIA FB 2272 (SPECTRA) (2006),1
–≈ÕŒ SR (2009),1
MERCEDES-BENZ E 200CGL (2011),6
GAZ 3110 (1999),1
WOLKSWAGEN CARAVELLE 7HC (2012),1
RENAULT LAGUNA (2007),1
OPEL ZAFIRA (2012),2
ÿ≈¬–ŒÀ≈  À¿Õ À¿◊≈““» (2011),1
KIA RIO (2010),1
MERCEDES BENZ S180 (1995),1
HYUNDAI "ELANTRA 1 (6 4AT"),1
VOLKSWAGEN BORA (1999),1
CHEVROLET LACETTI J200LACETTI (2008),1
KIA-ED CEED (2009),1
CHEVROLET KLAN J200/CHEVROLETLA (2010),1
PEUGEOT PARTNER (2009),3
NISSAN ALMERA 1.6 RE (2007),2
VOLKWAGEN PASSAT (2008),1
TOYOTA COROLLA (2003),1
FORD MONDEO (2009),16
«¿« CHANCE TF698K (2010),1
MERCEDES BENZ 200 CGI (2010),4
HYUNDAI XD ELANTRA (2009),1
CHEVROLET KLAN (J200/LATSETTI) (2010),1
NISSAN "ALMERA 1 (5 COMFORT"),1
NISSAN PRIMERA 1.6 ELEGANSE (2007),1
HYUNDAI I30 (2008),1
KIA FB2272 SPEKTRA (2006),2
KIA CEE D ED (2010),1
SKODA FABIA (2007),1
NISSAN TEANA (2012),10
KIA DE RIO (2010),1
NISSAN ALMERA 1.6 RE (2008),2
MERCEDES - BENZ VITO 112 CDI (2001),1
VAZ 21070 (2001),1
KIA RIO (2012),4
CHEVROLET KLAN J200/LACETTI (2012),3
VAZ 21114 (2006),1
AUDI A6 (2008),3
MERCEDES-BENZ S430L (2001),1
KIA SPECTRA FB2272 (2009),3
VAZ 21043 (2005),1
SKODA OCTAVIA (2008),9
‘ŒÀ‹ —¬¿√≈Õ œŒÀŒ (2012),1
MITSUDISYI SPACE STAR (2001),1
MERCEDES-BENZ E 240 (2003),1
GAZ 31105 (2006),8
CHEVROLET KLAN J200/CHEVROLETL (2011),34
FORD FOCUS (2007),61
RENAULT LOGAN (2006),15
FORD GALAXY (2012),1
CHEVROLET KLAN (J200/CHEVROLET) (2008),1
KIA ED CEED (2012),1
MERCEDES -BENZ E200 (2011),1
RENAULT LOGAN SR (2010),14
CHEVROLET KLAN/J200/CHEVROLE (2008),1
NISSAN TIIDA 1.8 (2008),1
NISSAN ALMERA CLASSIC (2007),2
